Id,Response,L0_S0_D1,L0_S1_D26,L0_S1_D30,L0_S2_D34,L0_S3_D70,L0_S4_D106,L0_S4_D111,L0_S5_D115,L0_S6_D120,L0_S7_D137,L0_S8_D145,L0_S9_D152,L0_S9_D157,L0_S9_D162,L0_S9_D167,L0_S10_D216,L0_S10_D221,L0_S10_D231,L0_S11_D280,L0_S12_D331,L0_S13_D355,L0_S14_D360,L0_S15_D395,L0_S16_D423,L0_S17_D432,L0_S18_D437,L0_S19_D454,L0_S20_D462,L0_S21_D469,L0_S21_D474,L0_S21_D484,L0_S22_D543,L0_S22_D548,L0_S22_D553,L0_S22_D558,L0_S23_D617,L1_S24_D677,L1_S24_D697,L1_S24_D702,L1_S24_D772,L1_S24_D801,L1_S24_D804,L1_S24_D807,L1_S24_D813,L1_S24_D818,L1_S24_D909,L1_S24_D999,L1_S24_D1018,L1_S24_D1062,L1_S24_D1116,L1_S24_D1135,L1_S24_D1155,L1_S24_D1158,L1_S24_D1163,L1_S24_D1168,L1_S24_D1171,L1_S24_D1178,L1_S24_D1186,L1_S24_D1277,L1_S24_D1368,L1_S24_D1413,L1_S24_D1457,L1_S24_D1511,L1_S24_D1522,L1_S24_D1536,L1_S24_D1558,L1_S24_D1562,L1_S24_D1566,L1_S24_D1568,L1_S24_D1570,L1_S24_D1576,L1_S24_D1583,L1_S24_D1674,L1_S24_D1765,L1_S24_D1770,L1_S24_D1809,L1_S24_D1826,L1_S25_D1854,L1_S25_D1867,L1_S25_D1883,L1_S25_D1887,L1_S25_D1891,L1_S25_D1898,L1_S25_D1902,L1_S25_D1980,L1_S25_D2058,L1_S25_D2098,L1_S25_D2138,L1_S25_D2180,L1_S25_D2206,L1_S25_D2230,L1_S25_D2238,L1_S25_D2240,L1_S25_D2242,L1_S25_D2248,L1_S25_D2251,L1_S25_D2329,L1_S25_D2406,L1_S25_D2430,L1_S25_D2445,L1_S25_D2471,L1_S25_D2497,L1_S25_D2505,L1_S25_D2507,L1_S25_D2509,L1_S25_D2515,L1_S25_D2518,L1_S25_D2596,L1_S25_D2674,L1_S25_D2713,L1_S25_D2728,L1_S25_D2754,L1_S25_D2780,L1_S25_D2788,L1_S25_D2790,L1_S25_D2792,L1_S25_D2798,L1_S25_D2801,L1_S25_D2879,L1_S25_D2957,L1_S25_D2996,L1_S25_D3011,L2_S26_D3037,L2_S26_D3081,L2_S27_D3130,L2_S28_D3223,L3_S29_D3316,L3_S29_D3474,L3_S30_D3496,L3_S30_D3501,L3_S30_D3506,L3_S30_D3566,L3_S30_D3726,L3_S31_D3836,L3_S32_D3852,L3_S33_D3856,L3_S34_D3875,L3_S35_D3886,L3_S35_D3895,L3_S35_D3900,L3_S36_D3919,L3_S36_D3928,L3_S37_D3942,L3_S38_D3953,L3_S39_D3966,L3_S40_D3981,L3_S40_D3985,L3_S41_D3997,L3_S42_D4029,L3_S42_D4045,L3_S43_D4062,L3_S43_D4082,L3_S44_D4101,L3_S45_D4125,L3_S46_D4135,L3_S47_D4140,L3_S48_D4194,L3_S49_D4208,L3_S49_D4218,L3_S50_D4242,L3_S51_D4255
474104.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.4100341796875,1191.4100341796875,1191.4100341796875,1191.4100341796875,,1191.4100341796875,1191.4100341796875,1191.4100341796875,1191.4100341796875,,1191.4200439453125,,,1191.4200439453125,1191.4300537109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.4200439453125,1197.4200439453125,,,1208.3599853515625,1208.3599853515625,1208.3599853515625,1208.3599853515625,1208.3599853515625,1208.3599853515625,1208.3599853515625,,,1208.4000244140625,1208.4100341796875,,,,1208.4200439453125,1208.4200439453125,1208.4300537109375,,,,,,,,,,,,,,,,,,
474478.0,1,1497.4599609375,1497.4599609375,1497.4599609375,,1497.469970703125,,,1497.47998046875,,1497.47998046875,1497.489990234375,,,,,,,,1497.489990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.510009765625,1498.510009765625,1498.52001953125,1498.52001953125,1498.52001953125,1498.52001953125,1498.52001953125,,,1498.52001953125,1498.530029296875,,,,1498.530029296875,1498.530029296875,1498.530029296875,1500.4000244140625,,,,,,,,,,,,,,,,,
474862.0,1,,,,,,,,,,,,,,,,,,,,656.3300170898438,656.3300170898438,656.3400268554688,,,656.3499755859375,656.3499755859375,,656.3499755859375,,,,656.3599853515625,656.3599853515625,656.3599853515625,656.3599853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.219970703125,668.219970703125,668.219970703125,668.219970703125,668.219970703125,668.219970703125,668.219970703125,,,668.22998046875,668.22998046875,668.239990234375,668.239990234375,668.239990234375,,,668.239990234375,,,,,,,,,,,,,,,,,,
474971.0,1,240.6199951171875,240.6199951171875,240.6199951171875,240.6300048828125,,,,240.74000549316406,,240.74000549316406,240.74000549316406,240.74000549316406,240.74000549316406,240.74000549316406,240.74000549316406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.6699981689453,242.6699981689453,242.6699981689453,242.6699981689453,242.6699981689453,,242.6699981689453,,,242.67999267578125,242.67999267578125,,,,242.69000244140625,242.69000244140625,242.69000244140625,,,,,,,,,,,,,,,,,,
475302.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475861.0,1,373.6099853515625,373.6099853515625,373.6099853515625,,373.6199951171875,,,373.6400146484375,373.6400146484375,,373.6400146484375,,,,,,,,373.6400146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.07000732421875,374.07000732421875,374.07000732421875,374.07000732421875,374.07000732421875,,374.07000732421875,,,374.0899963378906,374.0899963378906,,,,374.0899963378906,374.0899963378906,374.0899963378906,,,,,,,,,,,,,,,,,,
475862.0,1,373.6099853515625,373.6099853515625,373.6099853515625,,373.6199951171875,,,373.6400146484375,373.6400146484375,,373.6400146484375,,,,,,,,373.6400146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.07000732421875,374.07000732421875,374.07000732421875,374.07000732421875,374.07000732421875,,374.07000732421875,,,374.0899963378906,374.0899963378906,,,,374.0899963378906,374.0899963378906,374.0899963378906,,,,,,,,,,,,,,,,,,
476038.0,1,1265.489990234375,1265.489990234375,1265.489990234375,,1265.5,1265.510009765625,1265.510009765625,,1265.52001953125,,1265.52001953125,1265.52001953125,1265.52001953125,1265.52001953125,1265.52001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.1099853515625,1276.1099853515625,1276.1099853515625,1276.1099853515625,1276.1099853515625,1276.1099853515625,1276.1099853515625,,,1276.1400146484375,1276.1400146484375,1276.1500244140625,1276.1500244140625,1276.1500244140625,,,1276.1500244140625,,,,,,,,,,,,,,,,,,
476203.0,1,,,,,,,,,,,,,,,,,,,,482.67999267578125,482.69000244140625,,482.69000244140625,,482.70001220703125,482.7099914550781,,482.7099914550781,,,,482.7099914550781,482.7099914550781,482.7099914550781,482.7099914550781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.489990234375,486.489990234375,486.489990234375,486.489990234375,486.489990234375,,486.489990234375,,,486.5,486.5,486.5,486.5,486.5,,,486.510009765625,,,,,,,,,,,,,,,,,,
476234.0,1,970.7999877929688,970.7999877929688,970.7999877929688,970.7999877929688,,970.8200073242188,970.8200073242188,,970.8300170898438,,970.8300170898438,,,,,970.8300170898438,970.8300170898438,970.8300170898438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.719970703125,972.719970703125,972.72998046875,972.72998046875,972.72998046875,972.72998046875,972.72998046875,,,972.739990234375,972.739990234375,972.75,972.75,972.75,,,972.75,,,,,,,,,,,,,,,,,,
476285.0,1,1374.97998046875,1374.97998046875,1374.97998046875,1374.989990234375,,,,1375.010009765625,1375.010009765625,,1375.02001953125,,,,,1375.02001953125,1375.02001953125,1375.02001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.6700439453125,1376.6700439453125,1376.6800537109375,1376.6800537109375,1376.6800537109375,1376.6800537109375,1376.6800537109375,,,1376.68994140625,1376.68994140625,1376.68994140625,1376.68994140625,1376.68994140625,,,1376.699951171875,,,,,,,,,,,,,,,,,,
477203.0,1,324.5899963378906,324.5899963378906,324.5899963378906,324.5899963378906,,,,324.6199951171875,324.6199951171875,,324.6199951171875,,,,,324.6199951171875,324.6199951171875,324.6199951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.5299987792969,333.5299987792969,333.5299987792969,333.5299987792969,333.5299987792969,,333.5299987792969,,,333.5400085449219,333.5400085449219,,,,333.54998779296875,333.54998779296875,333.54998779296875,,,,,,,,,,,,,,,,,,
478290.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.8699951171875,794.8699951171875,794.8699951171875,794.8699951171875,,794.8699951171875,794.8699951171875,794.8699951171875,794.8699951171875,,794.8800048828125,,,794.8900146484375,794.8900146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.8800048828125,801.8800048828125,,,803.6500244140625,803.6500244140625,803.6500244140625,803.6500244140625,803.6500244140625,803.6500244140625,803.6500244140625,,,803.6599731445312,803.6599731445312,803.6699829101562,803.6699829101562,803.6699829101562,,,803.6699829101562,,,,,,,,,,,,,,,,,,
478376.0,1,,,,,,,,,,,,,,,,,,,,572.6900024414062,572.6900024414062,,572.6900024414062,,572.7100219726562,572.719970703125,,572.719970703125,572.719970703125,572.719970703125,572.719970703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.469970703125,574.469970703125,574.469970703125,574.469970703125,574.469970703125,574.469970703125,574.469970703125,,574.5,,574.510009765625,574.510009765625,574.510009765625,574.510009765625,,,574.510009765625,,,,,,,,,,,,,,,,,,
478909.0,1,1633.5999755859375,1633.6099853515625,1633.6099853515625,1633.6099853515625,,,,1633.6300048828125,,1633.6400146484375,1633.6400146484375,,,,,,,,1633.6400146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.239990234375,1636.239990234375,1636.25,1636.25,1636.25,1636.25,1636.25,,,1636.260009765625,1636.27001953125,,,,1636.27001953125,1636.27001953125,1636.27001953125,,,,,,,,,,,,,,,,,,
479244.0,1,889.4500122070312,889.4500122070312,889.4500122070312,889.4600219726562,,889.47998046875,889.47998046875,,889.489990234375,,889.489990234375,,,,,889.489990234375,889.489990234375,889.489990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.5,,895.3800048828125,895.3800048828125,895.3800048828125,895.3800048828125,895.3800048828125,895.3800048828125,895.3800048828125,,895.4299926757812,,,895.4400024414062,895.4400024414062,895.4400024414062,,,895.4500122070312,,,,,,,,,,,,,,,,,,
480314.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.280029296875,763.280029296875,763.280029296875,763.280029296875,,763.280029296875,763.280029296875,763.280029296875,763.280029296875,,763.2899780273438,,,763.2899780273438,763.2899780273438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.3800048828125,776.3800048828125,,,779.4400024414062,779.4400024414062,779.4400024414062,779.4400024414062,779.4400024414062,779.4400024414062,779.4400024414062,,,779.4500122070312,779.4500122070312,779.4500122070312,779.4500122070312,779.4500122070312,,,779.4600219726562,,,,,,,,,,,,,,,,,,
480610.0,1,96.52999877929688,96.52999877929688,96.52999877929688,96.52999877929688,,,,96.56999969482422,,96.58000183105469,96.58000183105469,96.58000183105469,96.58000183105469,96.58000183105469,96.58000183105469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.27999877929688,99.27999877929688,99.27999877929688,99.27999877929688,99.27999877929688,,99.27999877929688,99.29000091552734,99.33000183105469,99.33999633789062,99.33999633789062,99.33999633789062,99.33999633789062,99.33999633789062,,,99.33999633789062,,,,,,,,,,,,,,,,,,
480710.0,1,370.6300048828125,370.6300048828125,370.6300048828125,,370.6400146484375,370.6600036621094,370.6600036621094,,370.6600036621094,,370.6600036621094,,,,,,,,370.6700134277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.1000061035156,373.1000061035156,373.1099853515625,373.1099853515625,373.1099853515625,,373.1099853515625,,,373.1300048828125,373.1300048828125,,,,373.1400146484375,373.1400146484375,373.1400146484375,,,,,,,,,,,,,,,,,,
480839.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0399780273438,776.0399780273438,776.0399780273438,776.0399780273438,,776.0399780273438,776.0399780273438,776.0399780273438,776.0399780273438,,776.0499877929688,,,776.0499877929688,776.0599975585938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.5499877929688,786.5499877929688,,,788.5900268554688,788.5900268554688,788.5999755859375,788.5999755859375,788.5999755859375,788.5999755859375,788.5999755859375,,,788.6099853515625,788.6099853515625,,,,788.6099853515625,788.6099853515625,788.6199951171875,,,,,,,,,,,,,,,,,,
480874.0,1,,,,,,,,,,,,,,,,,,,,656.2000122070312,656.2000122070312,656.2100219726562,,656.219970703125,,656.219970703125,,656.219970703125,,,,,,,,656.22998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0700073242188,668.0700073242188,668.0700073242188,668.0700073242188,668.0700073242188,668.0700073242188,668.0700073242188,,,668.0900268554688,668.0900268554688,,,,668.0999755859375,668.0999755859375,668.0999755859375,,,,,,,,,,,,,,,,,,
480968.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.77001953125,1048.8699951171875,1048.8699951171875,1048.8699951171875,1048.8800048828125,1048.8800048828125,1048.8900146484375,,,1048.8900146484375,1048.8900146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.260009765625,1187.260009765625,,,1191.0400390625,1191.0400390625,1191.0400390625,1191.0400390625,1191.0400390625,1191.0400390625,1191.0400390625,,,1191.0699462890625,1191.0699462890625,,,,1191.0699462890625,1191.0699462890625,1191.0699462890625,,,,,,,,,,,,,,,,,,
481027.0,1,819.2100219726562,819.2100219726562,819.2100219726562,819.219970703125,,,,819.22998046875,819.239990234375,,819.239990234375,,,,,819.25,819.25,819.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.219970703125,822.219970703125,822.22998046875,822.22998046875,822.22998046875,822.22998046875,822.22998046875,,,822.25,822.25,,,,822.25,822.25,822.25,,,,,,,,,,,,,,,,,,
481133.0,1,1374.489990234375,1374.489990234375,1374.489990234375,,1374.489990234375,,,1374.510009765625,1374.52001953125,,1374.52001953125,,,,,1374.52001953125,1374.52001953125,1374.52001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.3399658203125,1375.3399658203125,,,1376.6600341796875,1376.6600341796875,1376.6600341796875,1376.6600341796875,1376.6600341796875,1376.6600341796875,1376.6600341796875,,,1376.6800537109375,1376.6800537109375,,,,1376.6800537109375,1376.6800537109375,1376.6800537109375,,,,,,,,,,,,,,,,,,
481222.0,1,14.75,14.75,14.75,,14.75,,,14.770000457763672,14.770000457763672,,14.770000457763672,14.770000457763672,14.770000457763672,14.770000457763672,14.770000457763672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75,,18.75,18.75,18.75,,18.75,,,18.760000228881836,18.770000457763672,18.770000457763672,18.770000457763672,18.770000457763672,,,18.770000457763672,,,,,,,,,,,,,,,,,,
481500.0,1,880.4400024414062,880.4400024414062,880.4400024414062,,880.4400024414062,880.469970703125,880.469970703125,,880.469970703125,,880.47998046875,880.47998046875,880.47998046875,880.47998046875,880.47998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.489990234375,887.489990234375,887.5,887.5,887.5,887.5,887.5,,,887.52001953125,887.52001953125,,,,887.530029296875,887.530029296875,887.530029296875,889.1900024414062,,,,,,,,,,,,,,,,,
481715.0,1,1275.4200439453125,1275.4200439453125,1275.4200439453125,,1275.4300537109375,1275.43994140625,1275.43994140625,,1275.449951171875,,1275.449951171875,,,,,1275.449951171875,1275.449951171875,1275.449951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.5899658203125,1292.5899658203125,,,1298.010009765625,1298.010009765625,1298.010009765625,1298.010009765625,1298.010009765625,1298.010009765625,1298.010009765625,,,1298.0400390625,1298.0400390625,1298.0400390625,1298.0400390625,1298.0400390625,,,1298.0400390625,,,,,,,,,,,,,,,,,,
481882.0,1,219.55999755859375,219.55999755859375,219.55999755859375,219.55999755859375,,,,219.58999633789062,219.58999633789062,,219.58999633789062,219.58999633789062,219.58999633789062,219.58999633789062,219.58999633789062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0399932861328,221.0399932861328,221.0500030517578,221.0500030517578,221.0500030517578,,221.0500030517578,,,221.07000732421875,221.07000732421875,221.07000732421875,221.07000732421875,221.07000732421875,,,221.07000732421875,,,,,,,,,,,,,,,,,,
482240.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.2100219726562,704.219970703125,704.219970703125,704.219970703125,,704.219970703125,704.219970703125,704.22998046875,704.22998046875,704.22998046875,,704.22998046875,704.22998046875,,704.239990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.2899780273438,737.2899780273438,,,742.1199951171875,742.1199951171875,742.1300048828125,742.1300048828125,742.1300048828125,742.1300048828125,742.1300048828125,,,742.1400146484375,742.1400146484375,,,,742.1400146484375,742.1400146484375,742.1400146484375,,,,,,,,,,,,,,,,,,
482655.0,1,324.9800109863281,324.9800109863281,324.9800109863281,324.989990234375,,,,325.010009765625,,325.0199890136719,325.0199890136719,,,,,325.0199890136719,325.0199890136719,325.0199890136719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.8599853515625,333.8599853515625,333.8699951171875,333.8699951171875,333.8699951171875,,333.8699951171875,,,333.8800048828125,333.8800048828125,333.8800048828125,333.8800048828125,333.8800048828125,,,333.8800048828125,,,,,,,,,,,,,,,,,,
482705.0,1,1374.489990234375,1374.489990234375,1374.489990234375,,1374.489990234375,1374.510009765625,1374.510009765625,,1374.510009765625,,1374.510009765625,,,,,1374.52001953125,1374.52001953125,1374.52001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.3299560546875,1375.3299560546875,,,1376.6600341796875,1376.6600341796875,1376.6700439453125,1376.6700439453125,1376.6700439453125,1376.6700439453125,1376.6700439453125,,,1376.6800537109375,1376.6800537109375,,,,1376.68994140625,1376.68994140625,1376.68994140625,,,,,,,,,,,,,,,,,,
483369.0,1,1145.280029296875,1145.280029296875,1145.280029296875,,1145.280029296875,1145.300048828125,1145.300048828125,,,1145.300048828125,1145.300048828125,,,,,1145.300048828125,1145.300048828125,1145.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.6199951171875,1146.6199951171875,1146.6199951171875,1146.6199951171875,1146.6199951171875,1146.6199951171875,1146.6199951171875,,,1146.6300048828125,1146.6300048828125,,,,1146.6300048828125,1146.6300048828125,1146.6300048828125,,,,,,,,,,,,,,,,,,
483814.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0899963378906,469.0899963378906,469.0899963378906,469.0899963378906,,469.0899963378906,469.0899963378906,469.1000061035156,469.1000061035156,469.1000061035156,,469.1099853515625,469.1099853515625,,469.1099853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.44000244140625,504.44000244140625,504.44000244140625,504.44000244140625,504.44000244140625,,504.44000244140625,,,504.4700012207031,504.4700012207031,,,,504.4700012207031,504.4700012207031,504.4700012207031,,,,,,,,,,,,,,,,,,
484233.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.1600036621094,399.1600036621094,399.1600036621094,,399.1600036621094,399.1600036621094,399.1600036621094,399.1700134277344,,399.1700134277344,,399.17999267578125,399.17999267578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.739990234375,434.739990234375,,,459.1499938964844,459.1499938964844,459.1600036621094,459.1600036621094,459.1600036621094,,459.1600036621094,,459.20001220703125,,,459.2099914550781,459.2099914550781,459.2099914550781,,,459.2099914550781,,,,,,,,,,,,,,,,,,
484499.0,1,263.8699951171875,263.8699951171875,263.8699951171875,,263.8699951171875,,,263.9200134277344,263.9200134277344,,263.92999267578125,,,,,263.92999267578125,263.92999267578125,263.92999267578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.4599914550781,265.4599914550781,265.4700012207031,265.4700012207031,265.4700012207031,,265.4700012207031,,,265.5199890136719,265.5299987792969,,,,265.5400085449219,265.5400085449219,265.54998779296875,,,,,,,,,,,,,,,,,,
484758.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.0,740.0,740.0,740.0,,740.0,740.0,740.010009765625,740.010009765625,,740.010009765625,,,740.02001953125,740.030029296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.9099731445312,750.9099731445312,,,763.4500122070312,763.4500122070312,763.4500122070312,763.4500122070312,763.4500122070312,763.4500122070312,763.4500122070312,,,763.469970703125,763.469970703125,763.469970703125,763.469970703125,763.469970703125,,,763.469970703125,,,,,,,,,,,,,,,,,,
485471.0,1,694.4400024414062,694.4400024414062,694.4400024414062,,694.4400024414062,694.4600219726562,694.4600219726562,,694.4600219726562,,694.469970703125,694.469970703125,694.469970703125,694.469970703125,694.469970703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.530029296875,701.530029296875,701.530029296875,701.530029296875,701.530029296875,701.530029296875,701.530029296875,,,701.5399780273438,701.5499877929688,701.5499877929688,701.5499877929688,701.5499877929688,,,701.5499877929688,,,,,,,,,,,,,,,,,,
485891.0,1,,,,,,,,,,,,,,,,,,,,574.219970703125,574.219970703125,574.219970703125,,574.22998046875,,,574.239990234375,574.239990234375,,,,,,,,574.239990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.72998046875,576.72998046875,576.72998046875,576.72998046875,,,576.739990234375,576.739990234375,,576.739990234375,,576.75,576.75,576.75,576.75,,576.75
