Id,Response,S32,S33,S34,cnt,Magic
2243659,0,1,0,0,1,3
2244156,0,1,0,0,1,3
2246237,0,1,0,0,1,3
2250424,0,1,0,0,1,3
2251681,0,1,0,1,1,3
2252532,1,1,0,0,1,3
2253206,1,1,0,0,1,3
2255891,0,1,0,0,1,3
2256466,0,1,0,0,1,3
2260671,1,1,0,0,1,3
2260766,1,1,0,1,1,3
2261621,0,1,0,1,1,3
2262073,1,1,0,1,1,3
2265661,1,1,0,1,1,3
2266763,0,1,0,1,1,3
2269455,1,1,0,0,1,3
2269543,1,1,0,0,1,3
2273035,1,1,0,0,1,3
2274509,1,1,0,0,1,3
2276056,0,1,0,1,1,3
2280671,0,1,0,0,1,3
2282376,0,1,0,1,1,3
2282681,0,1,0,1,1,3
2283428,0,1,0,1,1,3
2283595,1,1,0,0,1,3
2285247,1,1,0,0,1,3
2288977,1,1,0,0,1,3
2291457,1,1,0,0,1,3
2293489,1,1,0,0,1,3
2295630,0,1,0,0,1,3
2298735,1,1,0,0,1,3
2302268,0,1,0,0,1,3
2303330,0,1,0,1,1,3
2304692,0,1,0,0,1,3
2306242,1,1,0,0,1,3
2309165,0,1,0,1,1,3
2309560,1,1,0,0,1,3
2309911,0,1,0,1,1,3
2310154,1,1,0,0,1,3
2311005,1,1,0,0,1,3
2313814,0,1,0,0,1,3
2314011,1,1,0,0,1,3
2314136,0,1,0,0,1,3
2315100,1,1,0,0,1,3
2315775,0,1,0,0,1,3
2317456,1,1,0,0,1,3
2318088,1,1,0,0,1,3
2318561,1,1,0,0,1,3
2318683,0,1,0,0,1,3
2320438,0,1,0,0,1,3
2321104,0,1,0,0,1,3
2321281,1,1,0,0,1,3
2322566,0,1,0,0,1,3
2324947,0,1,0,0,1,3
2325281,0,1,0,0,1,3
2325993,0,1,0,0,1,3
2327621,0,1,0,1,1,3
2332070,0,1,0,0,1,3
2332251,1,1,0,1,1,3
2333695,0,1,0,0,1,3
2333705,0,1,0,0,1,3
2334237,1,1,0,0,1,3
2334243,1,1,0,0,1,3
2334703,1,1,0,0,1,3
2334867,0,1,0,1,1,3
2335604,1,1,0,0,1,3
2335896,0,1,0,0,1,3
2336036,0,1,0,0,1,3
2336838,1,1,0,0,1,3
2338135,0,1,0,0,1,3
2338138,0,1,0,0,1,3
2339719,1,1,0,1,1,3
2339722,0,1,0,0,1,3
2340027,0,1,0,0,1,3
2340935,1,1,0,0,1,3
2341381,0,1,0,0,1,3
2342977,0,1,0,1,1,3
2344945,0,1,0,1,1,3
2345423,1,1,0,1,1,3
2345627,0,1,0,0,1,3
2345783,0,1,0,0,1,3
2349713,0,1,0,0,1,3
2349883,0,1,0,1,1,3
2350052,0,1,0,0,1,3
2350513,0,1,0,0,1,3
2351460,0,1,0,0,1,3
2352202,1,1,0,1,1,3
2353082,0,1,0,0,1,3
2354377,0,1,0,0,1,3
2355290,1,1,0,0,1,3
2356396,0,1,0,0,1,3
2356901,0,1,0,1,1,3
2357373,1,1,0,0,1,3
2357903,1,1,0,0,1,3
2358948,0,1,0,0,1,3
2358971,0,1,0,0,1,3
2359233,0,1,0,0,1,3
2359891,0,1,0,0,1,3
2361466,1,1,0,1,1,3
2363560,0,1,0,0,1,3
2364673,0,1,0,1,1,3
2364844,1,1,0,1,1,3
2364867,1,1,0,0,1,3
2364898,1,1,0,0,1,3
2365761,0,1,0,1,1,3
2366301,0,1,0,1,1,3
2366521,0,1,0,0,1,3
2366523,0,1,0,0,1,3
2366690,0,1,0,0,1,3
2366804,0,1,0,1,1,3
2367030,0,1,0,0,1,3
2367056,0,1,0,1,1,3
2367176,0,1,0,1,1,3
