Id,S32,S33,S34,cnt,Magic
2256555,1,0,1,1,3
2261983,1,0,1,1,3
2262876,1,0,0,1,3
2266132,1,0,0,1,3
2267813,1,0,0,1,3
2269217,1,0,1,1,3
2270220,1,0,0,1,3
2272390,1,0,1,1,3
2272976,1,0,1,1,3
2273067,1,0,0,1,3
2276306,1,0,0,1,3
2277019,1,0,0,1,3
2277086,1,0,1,1,3
2277130,1,0,0,1,3
2277263,1,0,0,1,3
2277439,1,0,0,1,3
2278396,1,0,0,1,3
2280871,1,0,0,1,3
2283419,1,0,0,1,3
2284022,1,0,0,1,3
2285670,1,0,1,1,3
2287111,1,0,0,1,3
2287730,1,0,0,1,3
2288061,1,0,0,1,3
2288395,1,0,1,1,3
2290603,1,0,1,1,3
2290989,1,0,0,1,3
2294540,1,0,0,1,3
2297841,1,0,0,1,3
2300716,1,0,1,1,3
2302306,1,0,0,1,3
2302879,1,0,0,1,3
2305387,1,0,1,1,3
2309607,1,0,0,1,3
2311202,1,0,0,1,3
2311315,1,0,1,1,3
2311911,1,0,1,1,3
2311934,1,0,0,1,3
2311943,1,0,1,1,3
2312424,1,0,0,1,3
2313039,1,0,0,1,3
2313181,1,0,1,1,3
2314359,1,0,0,1,3
2315916,1,0,0,1,3
2316523,1,0,0,1,3
2318664,1,0,0,1,3
2319486,1,0,0,1,3
2319617,1,0,0,1,3
2322482,1,0,1,1,3
2323258,1,0,1,1,3
2324102,1,0,0,1,3
2324528,1,0,1,1,3
2325956,1,0,1,1,3
2326571,1,0,1,1,3
2329858,1,0,0,1,3
2330716,1,0,1,1,3
2331690,1,0,0,1,3
2332421,1,0,1,1,3
2332576,1,0,1,1,3
2333663,1,0,0,1,3
2334013,1,0,0,1,3
2335881,1,0,1,1,3
2337942,1,0,1,1,3
2338912,1,0,0,1,3
2340212,1,0,0,1,3
2341090,1,0,0,1,3
2341374,1,0,1,1,3
2342056,1,0,0,1,3
2344067,1,0,0,1,3
2345709,1,0,0,1,3
2349277,1,0,0,1,3
2349348,1,0,0,1,3
2351074,1,0,0,1,3
2351328,1,0,0,1,3
2352221,1,0,0,1,3
2352688,1,0,0,1,3
2352910,1,0,0,1,3
2353479,1,0,1,1,3
2355308,1,0,1,1,3
2355355,1,0,0,1,3
2355827,1,0,1,1,3
2356132,1,0,0,1,3
2356962,1,0,0,1,3
2356990,1,0,1,1,3
2357547,1,0,0,1,3
2357683,1,0,1,1,3
2358183,1,0,1,1,3
2358618,1,0,0,1,3
2358878,1,0,0,1,3
2358966,1,0,0,1,3
2359016,1,0,1,1,3
2361296,1,0,0,1,3
2362054,1,0,1,1,3
2362585,1,0,0,1,3
2362755,1,0,1,1,3
2364097,1,0,0,1,3
2364251,1,0,0,1,3
2364497,1,0,0,1,3
2366041,1,0,0,1,3
2366405,1,0,1,1,3
2367077,1,0,0,1,3
